traffic_indicator_DT,traffic_indicator_XGB,traffic_indicator_LGBM,traffic_indicator_LR,date,day,location,month,time_block,weather
2.0,1.88,2.24,1.91,2,mon,mirpur_12,mar,b,1
2.0,1.92,2.24,1.9,2,mon,mirpur_12,mar,c,1
2.0,1.9,2.24,1.9,2,mon,mirpur_12,mar,d,1
2.0,1.93,2.24,1.9,2,mon,mirpur_12,mar,e,1
2.0,2.14,2.24,1.9,2,mon,mirpur_12,mar,f,1
2.0,2.13,2.24,1.91,2,sat,mirpur_12,mar,a,1
2.0,1.87,2.24,1.91,2,sat,mirpur_12,mar,b,1
2.0,1.91,2.24,1.91,2,sat,mirpur_12,mar,c,1
2.0,1.92,2.24,1.91,2,sat,mirpur_12,mar,d,1
2.0,1.93,2.24,1.91,2,sat,mirpur_12,mar,e,1
2.0,2.16,2.24,1.91,2,sat,mirpur_12,mar,f,1
2.0,2.13,2.24,1.92,2,tue,mirpur_12,mar,a,1
2.0,1.92,2.24,1.92,2,tue,mirpur_12,mar,b,1
2.0,1.95,2.24,1.92,2,tue,mirpur_12,mar,c,1
2.0,1.97,2.24,1.92,2,tue,mirpur_12,mar,d,1
2.0,1.97,2.24,1.92,2,tue,mirpur_12,mar,e,1
2.0,2.14,2.24,1.92,2,tue,mirpur_12,mar,f,1
2.0,2.18,2.24,1.92,2,wed,mirpur_12,mar,a,1
2.0,1.97,2.24,1.92,2,wed,mirpur_12,mar,b,1
2.0,1.99,2.24,1.92,2,wed,mirpur_12,mar,c,1
2.0,2.0,2.24,1.92,2,wed,mirpur_12,mar,d,1
2.0,2.01,2.24,1.92,2,wed,mirpur_12,mar,e,1
2.0,2.18,2.24,1.92,2,wed,mirpur_12,mar,f,1
2.0,1.95,2.0,1.91,3,sun,mirpur_12,mar,a,1
2.0,1.97,2.08,1.91,3,sun,mirpur_12,mar,b,1
2.0,1.96,2.08,1.91,3,sun,mirpur_12,mar,c,1
2.0,1.98,2.08,1.91,3,sun,mirpur_12,mar,d,1
2.0,1.98,2.08,1.91,3,sun,mirpur_12,mar,e,1
2.0,1.94,2.0,1.91,3,sun,mirpur_12,mar,f,1
2.0,1.98,2.0,1.92,3,thu,mirpur_12,mar,a,1
2.0,2.0,2.08,1.92,3,thu,mirpur_12,mar,b,1
2.0,1.99,2.08,1.92,3,thu,mirpur_12,mar,c,1
2.0,2.03,2.08,1.92,3,thu,mirpur_12,mar,d,1
2.0,2.03,2.08,1.92,3,thu,mirpur_12,mar,e,1
2.0,1.98,2.0,1.92,3,thu,mirpur_12,mar,f,1
2.0,1.96,2.0,1.92,3,tue,mirpur_12,mar,a,1
2.0,1.99,2.08,1.92,3,tue,mirpur_12,mar,b,1
2.0,2.0,2.08,1.92,3,tue,mirpur_12,mar,c,1
2.0,2.02,2.08,1.92,3,tue,mirpur_12,mar,d,1
2.0,2.02,2.08,1.92,3,tue,mirpur_12,mar,e,1
2.0,1.94,2.0,1.92,3,tue,mirpur_12,mar,f,1
2.0,2.01,2.0,1.93,3,wed,mirpur_12,mar,a,1
2.0,2.04,2.08,1.93,3,wed,mirpur_12,mar,b,1
2.0,2.04,2.08,1.92,3,wed,mirpur_12,mar,c,1
2.0,2.05,2.08,1.92,3,wed,mirpur_12,mar,d,1
2.0,2.05,2.08,1.92,3,wed,mirpur_12,mar,e,1
2.0,1.97,2.0,1.92,3,wed,mirpur_12,mar,f,1
2.0,2.01,2.0,1.9,4,fri,mirpur_12,mar,a,1
2.0,1.93,1.98,1.9,4,fri,mirpur_12,mar,b,1
2.0,1.94,1.98,1.9,4,fri,mirpur_12,mar,c,1
2.0,1.86,1.98,1.9,4,fri,mirpur_12,mar,d,1
2.0,1.91,1.98,1.9,4,fri,mirpur_12,mar,e,1
2.0,2.07,2.0,1.9,4,fri,mirpur_12,mar,f,1
2.0,1.95,2.0,1.91,4,mon,mirpur_12,mar,a,1
2.0,1.97,2.08,1.91,4,mon,mirpur_12,mar,b,1
2.0,1.98,2.08,1.91,4,mon,mirpur_12,mar,c,1
2.0,1.96,2.08,1.91,4,mon,mirpur_12,mar,d,1
2.0,1.98,2.08,1.9,4,mon,mirpur_12,mar,e,1
2.0,1.92,2.0,1.9,4,mon,mirpur_12,mar,f,1
2.0,1.98,2.0,1.92,4,thu,mirpur_12,mar,a,1
2.0,2.0,2.08,1.92,4,thu,mirpur_12,mar,b,1
2.0,1.99,2.08,1.92,4,thu,mirpur_12,mar,c,1
2.0,2.03,2.08,1.92,4,thu,mirpur_12,mar,d,1
2.0,2.03,2.08,1.92,4,thu,mirpur_12,mar,e,1
2.0,1.98,2.0,1.92,4,thu,mirpur_12,mar,f,1
2.0,2.02,2.0,1.93,4,wed,mirpur_12,mar,a,1
2.0,2.06,2.08,1.93,4,wed,mirpur_12,mar,b,1
2.0,2.05,2.08,1.93,4,wed,mirpur_12,mar,c,1
2.0,2.06,2.08,1.92,4,wed,mirpur_12,mar,d,1
2.0,2.07,2.08,1.92,4,wed,mirpur_12,mar,e,1
2.0,1.99,2.0,1.92,4,wed,mirpur_12,mar,f,1
2.0,2.05,2.0,1.9,5,fri,mirpur_12,mar,a,1
2.0,1.99,1.98,1.9,5,fri,mirpur_12,mar,b,1
2.0,2.0,1.98,1.9,5,fri,mirpur_12,mar,c,1
2.0,1.94,1.98,1.9,5,fri,mirpur_12,mar,d,1
2.0,1.99,1.98,1.9,5,fri,mirpur_12,mar,e,1
2.0,2.13,2.0,1.9,5,fri,mirpur_12,mar,f,1
2.0,1.99,2.0,1.91,5,sat,mirpur_12,mar,a,1
2.0,2.01,2.08,1.91,5,sat,mirpur_12,mar,b,1
2.0,2.01,2.08,1.91,5,sat,mirpur_12,mar,c,1
2.0,2.01,2.08,1.91,5,sat,mirpur_12,mar,d,1
2.0,2.03,2.08,1.91,5,sat,mirpur_12,mar,e,1
2.0,1.95,2.0,1.91,5,sat,mirpur_12,mar,f,1
2.0,1.99,2.0,1.92,5,thu,mirpur_12,mar,a,1
2.0,2.03,2.08,1.92,5,thu,mirpur_12,mar,b,1
2.0,2.01,2.08,1.92,5,thu,mirpur_12,mar,c,1
2.0,2.05,2.08,1.92,5,thu,mirpur_12,mar,d,1
2.0,2.04,2.08,1.92,5,thu,mirpur_12,mar,e,1
2.0,1.98,2.0,1.92,5,thu,mirpur_12,mar,f,1
2.0,1.96,2.0,1.92,5,tue,mirpur_12,mar,a,1
2.0,2.01,2.08,1.92,5,tue,mirpur_12,mar,b,1
2.0,2.02,2.08,1.92,5,tue,mirpur_12,mar,c,1
2.0,2.04,2.08,1.92,5,tue,mirpur_12,mar,d,1
2.0,2.04,2.08,1.92,5,tue,mirpur_12,mar,e,1
2.0,1.94,2.0,1.92,5,tue,mirpur_12,mar,f,1
2.0,2.05,2.0,1.9,6,fri,mirpur_12,mar,a,1
2.0,1.99,1.98,1.9,6,fri,mirpur_12,mar,b,1
2.0,1.96,1.98,1.9,6,fri,mirpur_12,mar,c,1
2.0,1.96,1.98,1.9,6,fri,mirpur_12,mar,d,1
2.0,1.98,1.98,1.9,6,fri,mirpur_12,mar,e,1
2.0,2.12,2.0,1.9,6,fri,mirpur_12,mar,f,1
2.0,1.97,2.0,1.91,6,sat,mirpur_12,mar,a,1
2.0,1.99,2.08,1.91,6,sat,mirpur_12,mar,b,1
2.0,1.99,2.08,1.91,6,sat,mirpur_12,mar,c,1
2.0,2.01,2.08,1.91,6,sat,mirpur_12,mar,d,1
2.0,2.03,2.08,1.91,6,sat,mirpur_12,mar,e,1
2.0,1.95,2.0,1.91,6,sat,mirpur_12,mar,f,1
2.0,1.97,2.0,1.92,6,sun,mirpur_12,mar,a,1
2.0,2.0,2.08,1.91,6,sun,mirpur_12,mar,b,1
2.0,1.98,2.08,1.91,6,sun,mirpur_12,mar,c,1
2.0,2.01,2.08,1.91,6,sun,mirpur_12,mar,d,1
2.0,2.03,2.08,1.91,6,sun,mirpur_12,mar,e,1
2.0,1.95,2.0,1.91,6,sun,mirpur_12,mar,f,1
2.0,1.96,2.0,1.93,6,wed,mirpur_12,mar,a,1
2.0,1.99,2.08,1.93,6,wed,mirpur_12,mar,b,1
2.0,1.99,2.08,1.93,6,wed,mirpur_12,mar,c,1
2.0,2.01,2.08,1.93,6,wed,mirpur_12,mar,d,1
2.0,2.03,2.08,1.93,6,wed,mirpur_12,mar,e,1
2.0,1.93,2.0,1.92,6,wed,mirpur_12,mar,f,1
2.0,2.01,2.0,1.91,7,mon,mirpur_12,mar,a,1
2.0,2.05,2.08,1.91,7,mon,mirpur_12,mar,b,1
2.0,2.04,2.08,1.91,7,mon,mirpur_12,mar,c,1
2.0,2.09,2.08,1.91,7,mon,mirpur_12,mar,d,1
2.0,2.07,2.08,1.91,7,mon,mirpur_12,mar,e,1
2.0,2.01,2.0,1.91,7,mon,mirpur_12,mar,f,1
2.0,1.97,2.0,1.91,7,sat,mirpur_12,mar,a,1
2.0,1.99,2.08,1.91,7,sat,mirpur_12,mar,b,1
2.0,1.99,2.08,1.91,7,sat,mirpur_12,mar,c,1
2.0,2.01,2.08,1.91,7,sat,mirpur_12,mar,d,1
2.0,2.01,2.08,1.91,7,sat,mirpur_12,mar,e,1
2.0,1.96,2.0,1.91,7,sat,mirpur_12,mar,f,1
2.0,1.97,2.0,1.92,7,sun,mirpur_12,mar,a,1
2.0,2.01,2.08,1.92,7,sun,mirpur_12,mar,b,1
2.0,1.99,2.08,1.91,7,sun,mirpur_12,mar,c,1
2.0,2.02,2.08,1.91,7,sun,mirpur_12,mar,d,1
2.0,2.02,2.08,1.91,7,sun,mirpur_12,mar,e,1
2.0,1.96,2.0,1.91,7,sun,mirpur_12,mar,f,1
2.0,1.97,2.0,1.92,7,thu,mirpur_12,mar,a,1
2.0,2.01,2.08,1.92,7,thu,mirpur_12,mar,b,1
2.0,1.99,2.08,1.92,7,thu,mirpur_12,mar,c,1
2.0,2.03,2.08,1.92,7,thu,mirpur_12,mar,d,1
2.0,2.03,2.08,1.92,7,thu,mirpur_12,mar,e,1
2.0,1.97,2.0,1.92,7,thu,mirpur_12,mar,f,1
2.0,2.05,2.0,1.9,8,fri,mirpur_12,mar,a,1
2.0,1.99,1.98,1.9,8,fri,mirpur_12,mar,b,1
2.0,1.99,1.98,1.9,8,fri,mirpur_12,mar,c,1
2.0,2.03,1.98,1.9,8,fri,mirpur_12,mar,d,1
2.0,2.01,1.98,1.9,8,fri,mirpur_12,mar,e,1
2.0,2.16,2.0,1.9,8,fri,mirpur_12,mar,f,1
2.0,2.0,2.0,1.91,8,mon,mirpur_12,mar,a,1
2.0,2.03,2.08,1.91,8,mon,mirpur_12,mar,b,1
2.0,2.03,2.08,1.91,8,mon,mirpur_12,mar,c,1
2.0,2.07,2.08,1.91,8,mon,mirpur_12,mar,d,1
2.0,2.06,2.08,1.91,8,mon,mirpur_12,mar,e,1
2.0,1.99,2.0,1.91,8,mon,mirpur_12,mar,f,1
2.0,1.95,2.0,1.92,8,sun,mirpur_12,mar,a,1
2.0,1.99,2.08,1.92,8,sun,mirpur_12,mar,b,1
2.0,1.97,2.08,1.92,8,sun,mirpur_12,mar,c,1
2.0,2.0,2.08,1.92,8,sun,mirpur_12,mar,d,1
2.0,2.0,2.08,1.91,8,sun,mirpur_12,mar,e,1
2.0,1.94,2.0,1.91,8,sun,mirpur_12,mar,f,1
2.0,1.95,2.0,1.92,8,tue,mirpur_12,mar,a,1
2.0,2.0,2.08,1.92,8,tue,mirpur_12,mar,b,1
2.0,2.01,2.08,1.92,8,tue,mirpur_12,mar,c,1
2.0,2.04,2.08,1.92,8,tue,mirpur_12,mar,d,1
2.0,2.04,2.08,1.92,8,tue,mirpur_12,mar,e,1
2.0,1.95,2.0,1.92,8,tue,mirpur_12,mar,f,1
2.0,2.03,2.0,1.91,9,mon,mirpur_12,mar,a,1
2.0,2.08,2.08,1.91,9,mon,mirpur_12,mar,b,1
2.0,2.05,2.08,1.91,9,mon,mirpur_12,mar,c,1
2.0,2.09,2.08,1.91,9,mon,mirpur_12,mar,d,1
2.0,2.06,2.08,1.91,9,mon,mirpur_12,mar,e,1
2.0,2.03,2.0,1.91,9,mon,mirpur_12,mar,f,1
2.0,1.95,2.0,1.91,9,sat,mirpur_12,mar,a,1
2.0,1.99,2.08,1.91,9,sat,mirpur_12,mar,b,1
2.0,1.96,2.08,1.91,9,sat,mirpur_12,mar,c,1
2.0,1.98,2.08,1.91,9,sat,mirpur_12,mar,d,1
2.0,1.97,2.08,1.91,9,sat,mirpur_12,mar,e,1
2.0,1.95,2.0,1.91,9,sat,mirpur_12,mar,f,1
2.0,1.95,2.0,1.92,9,tue,mirpur_12,mar,a,1
2.0,2.0,2.08,1.92,9,tue,mirpur_12,mar,b,1
2.0,1.99,2.08,1.92,9,tue,mirpur_12,mar,c,1
2.0,2.0,2.08,1.92,9,tue,mirpur_12,mar,d,1
2.0,1.99,2.08,1.92,9,tue,mirpur_12,mar,e,1
2.0,1.93,2.0,1.92,9,tue,mirpur_12,mar,f,1
2.0,1.97,2.0,1.93,9,wed,mirpur_12,mar,a,1
2.0,2.01,2.08,1.93,9,wed,mirpur_12,mar,b,1
2.0,2.01,2.08,1.93,9,wed,mirpur_12,mar,c,1
2.0,2.01,2.08,1.93,9,wed,mirpur_12,mar,d,1
2.0,2.0,2.08,1.93,9,wed,mirpur_12,mar,e,1
2.0,1.94,2.0,1.93,9,wed,mirpur_12,mar,f,1
2.0,1.96,2.0,1.92,10,sun,mirpur_12,mar,a,1
2.0,1.99,2.08,1.92,10,sun,mirpur_12,mar,b,1
2.0,1.96,2.08,1.92,10,sun,mirpur_12,mar,c,1
2.0,1.98,2.08,1.92,10,sun,mirpur_12,mar,d,1
2.0,1.97,2.08,1.92,10,sun,mirpur_12,mar,e,1
2.0,1.95,2.0,1.92,10,sun,mirpur_12,mar,f,1
2.0,1.96,2.0,1.92,10,thu,mirpur_12,mar,a,1
2.0,1.99,2.08,1.92,10,thu,mirpur_12,mar,b,1
2.0,1.96,2.08,1.92,10,thu,mirpur_12,mar,c,1
2.0,1.98,2.08,1.92,10,thu,mirpur_12,mar,d,1
2.0,1.97,2.08,1.92,10,thu,mirpur_12,mar,e,1
2.0,1.95,2.0,1.92,10,thu,mirpur_12,mar,f,1
2.0,1.97,2.0,1.93,10,tue,mirpur_12,mar,a,1
2.0,2.01,2.08,1.92,10,tue,mirpur_12,mar,b,1
2.0,2.01,2.08,1.92,10,tue,mirpur_12,mar,c,1
2.0,2.01,2.08,1.92,10,tue,mirpur_12,mar,d,1
2.0,2.01,2.08,1.92,10,tue,mirpur_12,mar,e,1
2.0,1.95,2.0,1.92,10,tue,mirpur_12,mar,f,1
2.0,1.98,2.0,1.93,10,wed,mirpur_12,mar,a,1
2.0,2.02,2.08,1.93,10,wed,mirpur_12,mar,b,1
2.0,2.01,2.08,1.93,10,wed,mirpur_12,mar,c,1
2.0,2.01,2.08,1.93,10,wed,mirpur_12,mar,d,1
2.0,2.01,2.08,1.93,10,wed,mirpur_12,mar,e,1
2.0,1.96,2.0,1.93,10,wed,mirpur_12,mar,f,1
2.0,1.98,2.0,1.91,11,fri,mirpur_12,mar,a,1
2.0,1.98,1.98,1.91,11,fri,mirpur_12,mar,b,1
2.0,1.95,1.98,1.91,11,fri,mirpur_12,mar,c,1
2.0,1.97,1.98,1.9,11,fri,mirpur_12,mar,d,1
2.0,1.94,1.98,1.9,11,fri,mirpur_12,mar,e,1
2.0,2.12,2.0,1.9,11,fri,mirpur_12,mar,f,1
2.0,1.98,2.0,1.91,11,mon,mirpur_12,mar,a,1
2.0,2.03,2.08,1.91,11,mon,mirpur_12,mar,b,1
2.0,2.0,2.08,1.91,11,mon,mirpur_12,mar,c,1
2.0,2.03,2.08,1.91,11,mon,mirpur_12,mar,d,1
2.0,2.01,2.08,1.91,11,mon,mirpur_12,mar,e,1
2.0,1.97,2.0,1.91,11,mon,mirpur_12,mar,f,1
2.0,1.97,2.0,1.92,11,thu,mirpur_12,mar,a,1
2.0,2.0,2.08,1.92,11,thu,mirpur_12,mar,b,1
2.0,1.97,2.08,1.92,11,thu,mirpur_12,mar,c,1
2.0,2.0,2.08,1.92,11,thu,mirpur_12,mar,d,1
2.0,1.98,2.08,1.92,11,thu,mirpur_12,mar,e,1
2.0,1.95,2.0,1.92,11,thu,mirpur_12,mar,f,1
2.0,1.99,2.0,1.93,11,wed,mirpur_12,mar,a,1
2.0,2.03,2.08,1.93,11,wed,mirpur_12,mar,b,1
2.0,2.02,2.08,1.93,11,wed,mirpur_12,mar,c,1
2.0,2.02,2.08,1.93,11,wed,mirpur_12,mar,d,1
2.0,2.02,2.08,1.93,11,wed,mirpur_12,mar,e,1
2.0,1.96,2.0,1.93,11,wed,mirpur_12,mar,f,1
2.0,1.99,2.0,1.91,12,fri,mirpur_12,mar,a,1
2.0,1.99,1.98,1.91,12,fri,mirpur_12,mar,b,1
2.0,1.96,1.98,1.91,12,fri,mirpur_12,mar,c,1
2.0,1.98,1.98,1.91,12,fri,mirpur_12,mar,d,1
2.0,1.96,1.98,1.9,12,fri,mirpur_12,mar,e,1
2.0,2.14,2.0,1.9,12,fri,mirpur_12,mar,f,1
2.0,1.97,2.0,1.91,12,sat,mirpur_12,mar,a,1
2.0,2.0,2.08,1.91,12,sat,mirpur_12,mar,b,1
2.0,1.97,2.08,1.91,12,sat,mirpur_12,mar,c,1
2.0,1.99,2.08,1.91,12,sat,mirpur_12,mar,d,1
2.0,1.99,2.08,1.91,12,sat,mirpur_12,mar,e,1
2.0,1.96,2.0,1.91,12,sat,mirpur_12,mar,f,1
2.0,1.96,2.0,1.92,12,thu,mirpur_12,mar,a,1
2.0,2.0,2.08,1.92,12,thu,mirpur_12,mar,b,1
2.0,1.96,2.08,1.92,12,thu,mirpur_12,mar,c,1
2.0,1.99,2.08,1.92,12,thu,mirpur_12,mar,d,1
2.0,1.99,2.08,1.92,12,thu,mirpur_12,mar,e,1
2.0,1.96,2.0,1.92,12,thu,mirpur_12,mar,f,1
2.0,1.97,2.0,1.93,12,tue,mirpur_12,mar,a,1
2.0,2.02,2.08,1.93,12,tue,mirpur_12,mar,b,1
2.0,2.01,2.08,1.93,12,tue,mirpur_12,mar,c,1
2.0,2.02,2.08,1.92,12,tue,mirpur_12,mar,d,1
2.0,2.02,2.08,1.92,12,tue,mirpur_12,mar,e,1
2.0,1.95,2.0,1.92,12,tue,mirpur_12,mar,f,1
2.0,1.98,2.0,1.91,13,fri,mirpur_12,mar,a,1
2.0,1.99,1.98,1.91,13,fri,mirpur_12,mar,b,1
2.0,1.96,1.98,1.91,13,fri,mirpur_12,mar,c,1
2.0,1.97,1.98,1.91,13,fri,mirpur_12,mar,d,1
2.0,1.95,1.98,1.91,13,fri,mirpur_12,mar,e,1
2.0,2.13,2.0,1.91,13,fri,mirpur_12,mar,f,1
2.0,1.96,2.0,1.91,13,sat,mirpur_12,mar,a,1
2.0,2.0,2.08,1.91,13,sat,mirpur_12,mar,b,1
2.0,1.97,2.08,1.91,13,sat,mirpur_12,mar,c,1
2.0,1.98,2.08,1.91,13,sat,mirpur_12,mar,d,1
2.0,1.99,2.08,1.91,13,sat,mirpur_12,mar,e,1
2.0,1.96,2.0,1.91,13,sat,mirpur_12,mar,f,1
2.0,1.96,2.0,1.92,13,sun,mirpur_12,mar,a,1
2.0,2.0,2.08,1.92,13,sun,mirpur_12,mar,b,1
2.0,1.96,2.08,1.92,13,sun,mirpur_12,mar,c,1
2.0,1.99,2.08,1.92,13,sun,mirpur_12,mar,d,1
2.0,2.0,2.08,1.92,13,sun,mirpur_12,mar,e,1
2.0,1.96,2.0,1.92,13,sun,mirpur_12,mar,f,1
2.0,1.96,2.0,1.93,13,wed,mirpur_12,mar,a,1
2.0,2.0,2.08,1.93,13,wed,mirpur_12,mar,b,1
2.0,2.0,2.08,1.93,13,wed,mirpur_12,mar,c,1
2.0,1.99,2.08,1.93,13,wed,mirpur_12,mar,d,1
2.0,2.01,2.08,1.93,13,wed,mirpur_12,mar,e,1
2.0,1.94,2.0,1.93,13,wed,mirpur_12,mar,f,1
2.0,1.99,2.0,1.91,14,mon,mirpur_12,mar,a,1
2.0,2.04,2.08,1.91,14,mon,mirpur_12,mar,b,1
2.0,2.02,2.08,1.91,14,mon,mirpur_12,mar,c,1
2.0,2.04,2.08,1.91,14,mon,mirpur_12,mar,d,1
2.0,2.0,2.08,1.91,14,mon,mirpur_12,mar,e,1
2.0,1.98,2.0,1.91,14,mon,mirpur_12,mar,f,1
2.0,1.98,2.0,1.92,14,sat,mirpur_12,mar,a,1
2.0,2.01,2.08,1.92,14,sat,mirpur_12,mar,b,1
2.0,1.98,2.08,1.91,14,sat,mirpur_12,mar,c,1
2.0,1.98,2.08,1.91,14,sat,mirpur_12,mar,d,1
2.0,1.97,2.08,1.91,14,sat,mirpur_12,mar,e,1
2.0,1.95,2.0,1.91,14,sat,mirpur_12,mar,f,1
2.0,1.97,2.0,1.92,14,sun,mirpur_12,mar,a,1
2.0,2.0,2.08,1.92,14,sun,mirpur_12,mar,b,1
2.0,1.98,2.08,1.92,14,sun,mirpur_12,mar,c,1
2.0,1.99,2.08,1.92,14,sun,mirpur_12,mar,d,1
2.0,1.97,2.08,1.92,14,sun,mirpur_12,mar,e,1
2.0,1.95,2.0,1.92,14,sun,mirpur_12,mar,f,1
2.0,1.96,2.0,1.92,14,thu,mirpur_12,mar,a,1
2.0,2.0,2.08,1.92,14,thu,mirpur_12,mar,b,1
2.0,1.97,2.08,1.92,14,thu,mirpur_12,mar,c,1
2.0,1.99,2.08,1.92,14,thu,mirpur_12,mar,d,1
2.0,1.96,2.08,1.92,14,thu,mirpur_12,mar,e,1
2.0,1.95,2.0,1.92,14,thu,mirpur_12,mar,f,1
2.0,1.97,2.0,1.91,15,fri,mirpur_12,mar,a,1
2.0,1.98,1.98,1.91,15,fri,mirpur_12,mar,b,1
2.0,1.96,1.98,1.91,15,fri,mirpur_12,mar,c,1
2.0,1.97,1.98,1.91,15,fri,mirpur_12,mar,d,1
2.0,1.94,1.98,1.91,15,fri,mirpur_12,mar,e,1
2.0,2.1,2.0,1.91,15,fri,mirpur_12,mar,f,1
2.0,1.99,2.0,1.91,15,mon,mirpur_12,mar,a,1
2.0,2.05,2.08,1.91,15,mon,mirpur_12,mar,b,1
2.0,2.03,2.08,1.91,15,mon,mirpur_12,mar,c,1
2.0,2.05,2.08,1.91,15,mon,mirpur_12,mar,d,1
2.0,2.03,2.08,1.91,15,mon,mirpur_12,mar,e,1
2.0,1.99,2.0,1.91,15,mon,mirpur_12,mar,f,1
2.0,1.96,2.0,1.92,15,sun,mirpur_12,mar,a,1
2.0,2.0,2.08,1.92,15,sun,mirpur_12,mar,b,1
2.0,1.97,2.08,1.92,15,sun,mirpur_12,mar,c,1
2.0,1.99,2.08,1.92,15,sun,mirpur_12,mar,d,1
2.0,1.99,2.08,1.92,15,sun,mirpur_12,mar,e,1
2.0,1.95,2.0,1.92,15,sun,mirpur_12,mar,f,1
2.0,1.97,2.0,1.93,15,tue,mirpur_12,mar,a,1
2.0,2.02,2.08,1.93,15,tue,mirpur_12,mar,b,1
2.0,2.02,2.08,1.93,15,tue,mirpur_12,mar,c,1
2.0,2.02,2.08,1.93,15,tue,mirpur_12,mar,d,1
2.0,2.01,2.08,1.93,15,tue,mirpur_12,mar,e,1
2.0,1.94,2.0,1.93,15,tue,mirpur_12,mar,f,1
2.0,1.98,2.0,1.91,16,mon,mirpur_12,mar,a,1
2.0,2.04,2.08,1.91,16,mon,mirpur_12,mar,b,1
2.0,2.02,2.08,1.91,16,mon,mirpur_12,mar,c,1
2.0,2.04,2.08,1.91,16,mon,mirpur_12,mar,d,1
2.0,2.04,2.08,1.91,16,mon,mirpur_12,mar,e,1
2.0,1.98,2.0,1.91,16,mon,mirpur_12,mar,f,1
2.0,1.96,2.0,1.92,16,sat,mirpur_12,mar,a,1
2.0,2.0,2.08,1.92,16,sat,mirpur_12,mar,b,1
2.0,1.97,2.08,1.92,16,sat,mirpur_12,mar,c,1
2.0,1.98,2.08,1.92,16,sat,mirpur_12,mar,d,1
2.0,1.98,2.08,1.91,16,sat,mirpur_12,mar,e,1
2.0,1.95,2.0,1.91,16,sat,mirpur_12,mar,f,1
2.0,1.96,2.0,1.93,16,tue,mirpur_12,mar,a,1
2.0,2.02,2.08,1.93,16,tue,mirpur_12,mar,b,1
2.0,2.01,2.08,1.93,16,tue,mirpur_12,mar,c,1
2.0,2.01,2.08,1.93,16,tue,mirpur_12,mar,d,1
2.0,2.01,2.08,1.93,16,tue,mirpur_12,mar,e,1
2.0,1.94,2.0,1.93,16,tue,mirpur_12,mar,f,1
2.0,1.95,2.0,1.93,16,wed,mirpur_12,mar,a,1
2.0,1.99,2.08,1.93,16,wed,mirpur_12,mar,b,1
2.0,1.99,2.08,1.93,16,wed,mirpur_12,mar,c,1
2.0,1.98,2.08,1.93,16,wed,mirpur_12,mar,d,1
2.0,1.99,2.08,1.93,16,wed,mirpur_12,mar,e,1
2.0,1.92,2.0,1.93,16,wed,mirpur_12,mar,f,1
2.0,1.96,2.0,1.92,17,sun,mirpur_12,mar,a,1
2.0,1.99,2.08,1.92,17,sun,mirpur_12,mar,b,1
2.0,1.97,2.08,1.92,17,sun,mirpur_12,mar,c,1
2.0,1.99,2.08,1.92,17,sun,mirpur_12,mar,d,1
2.0,1.99,2.08,1.92,17,sun,mirpur_12,mar,e,1
2.0,1.94,2.0,1.92,17,sun,mirpur_12,mar,f,1
2.0,1.97,2.0,1.92,17,thu,mirpur_12,mar,a,1
2.0,2.0,2.08,1.92,17,thu,mirpur_12,mar,b,1
2.0,1.98,2.08,1.92,17,thu,mirpur_12,mar,c,1
2.0,2.0,2.08,1.92,17,thu,mirpur_12,mar,d,1
2.0,2.0,2.08,1.92,17,thu,mirpur_12,mar,e,1
2.0,1.95,2.0,1.92,17,thu,mirpur_12,mar,f,1
2.0,1.98,2.0,1.93,17,tue,mirpur_12,mar,a,1
2.0,2.03,2.08,1.93,17,tue,mirpur_12,mar,b,1
2.0,2.03,2.08,1.93,17,tue,mirpur_12,mar,c,1
2.0,2.03,2.08,1.93,17,tue,mirpur_12,mar,d,1
2.0,2.03,2.08,1.93,17,tue,mirpur_12,mar,e,1
2.0,1.95,2.0,1.93,17,tue,mirpur_12,mar,f,1
2.0,1.98,2.0,1.93,17,wed,mirpur_12,mar,a,1
2.0,2.02,2.08,1.93,17,wed,mirpur_12,mar,b,1
2.0,2.02,2.08,1.93,17,wed,mirpur_12,mar,c,1
2.0,1.99,2.08,1.93,17,wed,mirpur_12,mar,d,1
2.0,2.01,2.08,1.93,17,wed,mirpur_12,mar,e,1
2.0,1.93,2.0,1.93,17,wed,mirpur_12,mar,f,1
2.0,1.94,2.0,1.91,18,fri,mirpur_12,mar,a,1
2.0,1.91,1.98,1.91,18,fri,mirpur_12,mar,b,1
2.0,1.94,1.98,1.91,18,fri,mirpur_12,mar,c,1
2.0,1.95,1.98,1.91,18,fri,mirpur_12,mar,d,1
2.0,1.96,1.98,1.91,18,fri,mirpur_12,mar,e,1
2.0,2.11,2.0,1.91,18,fri,mirpur_12,mar,f,1
2.0,1.95,2.0,1.91,18,mon,mirpur_12,mar,a,1
2.0,1.97,2.08,1.91,18,mon,mirpur_12,mar,b,1
2.0,2.0,2.08,1.91,18,mon,mirpur_12,mar,c,1
2.0,2.03,2.08,1.91,18,mon,mirpur_12,mar,d,1
2.0,2.04,2.08,1.91,18,mon,mirpur_12,mar,e,1
2.0,1.98,2.0,1.91,18,mon,mirpur_12,mar,f,1
2.0,1.94,2.0,1.93,18,thu,mirpur_12,mar,a,1
2.0,1.97,2.08,1.92,18,thu,mirpur_12,mar,b,1
2.0,1.98,2.08,1.92,18,thu,mirpur_12,mar,c,1
